Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[647]    0.0    0.00    0.00       3         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, int> >*) [647]
                0.00    0.00       3/12          std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator() [461]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::_Rb_tree_node<std::pair<int const, int> >*, unsigned long) [620]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [703]
[648]    0.0    0.00    0.00       3         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, int> >*) [648]
                0.00    0.00       3/3           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, int> >*) [651]
                0.00    0.00       3/3           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, int> >*) [647]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [653]
[649]    0.0    0.00    0.00       3         std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [649]
                0.00    0.00       3/3           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_node() [646]
                0.00    0.00       3/62          std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [451]
                0.00    0.00       3/15          std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [459]
                0.00    0.00       3/62          std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [450]
                0.00    0.00       3/3           void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [652]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [653]
[650]    0.0    0.00    0.00       3         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [650]
                0.00    0.00       3/60760       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_end() [395]
                0.00    0.00       3/121514      std::_Rb_tree_iterator<std::pair<int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [338]
                0.00    0.00       2/4           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node_base const*) [565]
                0.00    0.00       2/121512      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [341]
                0.00    0.00       2/182257      std::less<int>::operator()(int const&, int const&) const [292]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, int> >*) [648]
[651]    0.0    0.00    0.00       3         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, int> >*) [651]
                0.00    0.00       3/121509      std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() [347]
                0.00    0.00       3/12          std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator() [461]
                0.00    0.00       3/3           void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::destroy<std::pair<int const, int> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*) [621]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [649]
[652]    0.0    0.00    0.00       3         void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [652]
                0.00    0.00       3/61880       operator new(unsigned long, void*) [361]
                0.00    0.00       3/62          std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [451]
                0.00    0.00       3/15          std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [459]
                0.00    0.00       3/62          std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [450]
                0.00    0.00       3/121509      std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() [347]
                0.00    0.00       3/12          std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_Node_allocator() [461]
                0.00    0.00       3/3           void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [623]
-----------------------------------------------
                0.00    0.00       3/3           std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [407]
[653]    0.0    0.00    0.00       3         std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [653]
                0.00    0.00       3/62          std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [451]
                0.00    0.00       3/15          std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [459]
                0.00    0.00       3/62          std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [450]
                0.00    0.00       3/3           std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [649]
                0.00    0.00       3/121512      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [341]
                0.00    0.00       3/3           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&) [654]
                0.00    0.00       3/3           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [650]
-----------------------------------------------
                0.00    0.00       3/3           std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [653]
[654]    0.0    0.00    0.00       3         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&) [654]
                0.00    0.00       4/4           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_rightmost() [564]
                0.00    0.00       3/3           std::_Rb_tree_const_iterator<std::pair<int const, int> >::_M_const_cast() const [604]
                0.00    0.00       3/60760       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_end() [395]
                0.00    0.00       3/3           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::size() const [605]
                0.00    0.00       2/4           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node_base const*) [565]
                0.00    0.00       2/182257      std::less<int>::operator()(int const&, int const&) const [292]
                0.00    0.00       2/3           std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [634]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&) [773]
-----------------------------------------------
                0.00    0.00       3/3           std::tuple_element<0ul, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type& std::get<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&) [657]
[655]    0.0    0.00    0.00       3         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::__get_helper<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&) [655]
                0.00    0.00       3/3           std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::_M_head(std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&) [610]
-----------------------------------------------
                0.00    0.00       3/3           std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [658]
[656]    0.0    0.00    0.00       3         int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [656]
                0.00    0.00       3/3           std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [613]
-----------------------------------------------
                0.00    0.00       3/3           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, 0ul>(std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [629]
[657]    0.0    0.00    0.00       3         std::tuple_element<0ul, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type& std::get<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&) [657]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::__get_helper<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&) [655]
-----------------------------------------------
                0.00    0.00       3/3           std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [632]
[658]    0.0    0.00    0.00       3         std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [658]
                0.00    0.00       3/3           int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [656]
-----------------------------------------------
                0.00    0.00       3/3           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, 0ul>(std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [629]
[659]    0.0    0.00    0.00       3         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [659]
-----------------------------------------------
                0.00    0.00       3/3           std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [632]
[660]    0.0    0.00    0.00       3         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [660]
-----------------------------------------------
                0.00    0.00       1/2           void ulmBLAS::gemm<int, double, double, double, double, double>(int, int, int, double const&, bool, double const*, int, int, bool, double const*, int, int, double const&, double*, int, int) [10]
                0.00    0.00       1/2           void ulmBLAS::trlsm<int, double, double, double>(int, int, double const&, bool, bool, double const*, int, int, double*, int, int) [41]
[661]    0.0    0.00    0.00       2         ulmBLAS::MemoryPool<double>::MemoryPool() [661]
                0.00    0.00       2/2           std::unordered_map<unsigned long, std::__cxx11::list<double*, std::allocator<double*> >, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > > >::unordered_map() [695]
                0.00    0.00       2/2           std::unordered_map<double*, unsigned long, std::hash<double*>, std::equal_to<double*>, std::allocator<std::pair<double* const, unsigned long> > >::unordered_map() [693]
                0.00    0.00       2/6           std::__cxx11::list<double*, std::allocator<double*> >::list() [482]
                0.00    0.00       2/2           std::mutex::mutex() [699]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::allocator() [674]
[662]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::new_allocator() [662]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::~allocator() [675]
[663]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::~new_allocator() [663]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> >::allocator() [676]
[664]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> >::new_allocator() [664]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> >::~allocator() [677]
[665]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> >::~new_allocator() [665]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >::allocator() [678]
[666]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::new_allocator() [666]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >::~allocator() [679]
[667]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::~new_allocator() [667]
-----------------------------------------------
                0.00    0.00       2/2           std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>*) [523]
[668]    0.0    0.00    0.00       2         std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<double* const, unsigned long>, false> const&) const [668]
                0.00    0.00       2/2           std::__detail::_Hash_code_base<double*, std::pair<double* const, unsigned long>, std::__detail::_Select1st, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<double* const, unsigned long>, false> const&, unsigned long) const [672]
-----------------------------------------------
                0.00    0.00       2/2           std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false>*) [529]
[669]    0.0    0.00    0.00       2         std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&) const [669]
                0.00    0.00       2/2           std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&, unsigned long) const [673]
-----------------------------------------------
                0.00    0.00       2/2           FI_Lib::finalize() const [52]
[670]    0.0    0.00    0.00       2         std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::begin() const [670]
                0.00    0.00       2/2           std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::begin() const [671]
-----------------------------------------------
                0.00    0.00       2/2           std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::begin() const [670]
[671]    0.0    0.00    0.00       2         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::begin() const [671]
                0.00    0.00       2/7           std::_Rb_tree_const_iterator<std::pair<int const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [467]
-----------------------------------------------
                0.00    0.00       2/2           std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<double* const, unsigned long>, false> const&) const [668]
[672]    0.0    0.00    0.00       2         std::__detail::_Hash_code_base<double*, std::pair<double* const, unsigned long>, std::__detail::_Select1st, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<double* const, unsigned long>, false> const&, unsigned long) const [672]
                0.00    0.00       2/185542      std::__detail::_Hash_node_value_base<std::pair<double* const, unsigned long> >::_M_v() const [279]
                0.00    0.00       2/185542      decltype ((get<0>)((forward<std::pair<double* const, unsigned long> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<double* const, unsigned long> const&>(std::pair<double* const, unsigned long> const&) const [278]
                0.00    0.00       2/185546      std::__detail::_Hash_code_base<double*, std::pair<double* const, unsigned long>, std::__detail::_Select1st, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(double* const&) const [270]
                0.00    0.00       2/309248      std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [254]
-----------------------------------------------
                0.00    0.00       2/2           std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&) const [669]
[673]    0.0    0.00    0.00       2         std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&, unsigned long) const [673]
                0.00    0.00       2/123694      std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_v() const [323]
                0.00    0.00       2/123694      decltype ((get<0>)((forward<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&>(std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&) const [322]
                0.00    0.00       2/123698      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned long const&) const [306]
                0.00    0.00       2/309248      std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [254]
-----------------------------------------------
                0.00    0.00       2/2           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >, true>::_Hashtable_ebo_helper() [720]
[674]    0.0    0.00    0.00       2         std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::allocator() [674]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::new_allocator() [662]
-----------------------------------------------
                0.00    0.00       2/2           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >, true>::~_Hashtable_ebo_helper() [721]
[675]    0.0    0.00    0.00       2         std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::~allocator() [675]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::~new_allocator() [663]
-----------------------------------------------
                0.00    0.00       2/2           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> >, true>::_Hashtable_ebo_helper() [722]
[676]    0.0    0.00    0.00       2         std::allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> >::allocator() [676]
